,Year,Month,Beverage,Gallons,Ethanol,Population,PerCapita,PerCapita3yr,PctChange,State
866,2018,7,2,5445566,702478,17980787,0.0391,,,Florida
867,2018,7,2,2787479,359585,10533371,0.0341,,,Illinois
868,2018,7,2,508052,65539,3681254,0.0178,,,Kentucky
869,2018,7,2,751299,96918,3803169,0.0255,,,Louisiana
870,2018,7,2,1867570,240917,5844357,0.0412,,,Massachusetts
871,2018,7,2,986304,127233,5056750,0.0252,,,Missouri
872,2018,7,2,120686,15568,615077,0.0253,,,North Dakota
873,2018,7,2,1467037,189248,3509161,0.0539,,,Oregon
874,2018,7,2,1221799,157612,5605408,0.0281,,,Tennessee
875,2018,7,2,5000171,645022,22899863,0.0282,,,Texas
876,2018,7,2,2155913,278113,7056421,0.0394,,,Virginia
877,2018,7,2,1240215,159988,4829270,0.0331,,,Wisconsin
878,2018,7,3,1564383,70397,590760,0.1192,,,Alaska
879,2018,7,3,4509213,202915,2465297,0.0823,,,Arkansas
880,2018,7,3,11300509,508523,4715895,0.1078,,,Colorado
881,2018,7,3,5135462,231096,3019150,0.0765,,,Connecticut
882,2018,7,3,33631333,1513410,17980787,0.0842,,,Florida
883,2018,7,3,22907899,1030855,10533371,0.0979,,,Illinois
884,2018,7,3,5449396,245223,2364319,0.1037,,,Kansas
885,2018,7,3,7159735,322188,3681254,0.0875,,,Kentucky
886,2018,7,3,11339456,510276,5844357,0.0873,,,Massachusetts
887,2018,7,3,11774784,529865,5056750,0.1048,,,Missouri
888,2018,7,3,1916998,86265,615077,0.1403,,,North Dakota
889,2018,7,3,10570110,475655,3509161,0.1355,,,Oregon
890,2018,7,3,11101568,499571,5605408,0.0891,,,Tennessee
891,2018,7,3,57209042,2574407,22899863,0.1124,,,Texas
892,2018,7,3,13257385,596582,7056421,0.0845,,,Virginia
893,2018,8,1,178962,73554,590760,0.1245,,,Alaska
894,2018,8,1,252668,103846,2465297,0.0421,,,Arkansas
895,2018,8,1,1265508,520124,4715895,0.1103,,,Colorado
896,2018,8,1,550712,226343,3019150,0.075,,,Connecticut
897,2018,8,1,3397861,1396521,17980787,0.0777,,,Florida
898,2018,8,1,1853401,761748,10533371,0.0723,,,Illinois
899,2018,8,1,331830,136382,2364319,0.0577,,,Kansas
900,2018,8,1,527068,216625,3681254,0.0588,,,Kentucky
901,2018,8,1,771335,317019,3803169,0.0834,,,Louisiana
902,2018,8,1,1094063,449660,5844357,0.0769,,,Massachusetts
903,2018,8,1,1162436,477761,5056750,0.0945,,,Missouri
904,2018,8,1,171044,70299,615077,0.1143,,,North Dakota
905,2018,8,1,836222,343687,5605408,0.0613,,,Tennessee
906,2018,8,1,3405226,1399548,22899863,0.0611,,,Texas
907,2018,8,1,1007129,413930,7056421,0.0587,,,Virginia
908,2018,8,1,1374781,565035,4829270,0.11699999999999999,,,Wisconsin
909,2018,8,2,255902,33011,590760,0.0559,,,Alaska
910,2018,8,2,297001,38313,2465297,0.0155,,,Arkansas
911,2018,8,2,1821044,234915,4715895,0.0498,,,Colorado
912,2018,8,2,1060886,136854,3019150,0.0453,,,Connecticut
913,2018,8,2,6204272,800351,17980787,0.0445,,,Florida
914,2018,8,2,3261365,420716,10533371,0.0399,,,Illinois
915,2018,8,2,444822,57382,3681254,0.0156,,,Kentucky
916,2018,8,2,853196,110062,3803169,0.0289,,,Louisiana
917,2018,8,2,2384862,307647,5844357,0.0526,,,Massachusetts
918,2018,8,2,1403879,181100,5056750,0.0358,,,Missouri
919,2018,8,2,116317,15005,615077,0.0244,,,North Dakota
920,2018,8,2,1280991,165248,3509161,0.0471,,,Oregon
921,2018,8,2,1032647,133211,5605408,0.0238,,,Tennessee
922,2018,8,2,4830993,623198,22899863,0.0272,,,Texas
923,2018,8,2,2382440,307335,7056421,0.0436,,,Virginia
924,2018,8,2,1178451,152020,4829270,0.0315,,,Wisconsin
925,2018,8,3,1580226,71110,590760,0.1204,,,Alaska
926,2018,8,3,4990779,224585,2465297,0.0911,,,Arkansas
927,2018,8,3,12419993,558900,4715895,0.1185,,,Colorado
928,2018,8,3,5597356,251881,3019150,0.0834,,,Connecticut
929,2018,8,3,38107995,1714860,17980787,0.0954,,,Florida
930,2018,8,3,26933183,1211993,10533371,0.1151,,,Illinois
931,2018,8,3,5094179,229238,2364319,0.09699999999999999,,,Kansas
932,2018,8,3,6870753,309184,3681254,0.084,,,Kentucky
933,2018,8,3,12539400,564273,5844357,0.0966,,,Massachusetts
934,2018,8,3,11894850,535268,5056750,0.1059,,,Missouri
935,2018,8,3,1774825,79867,615077,0.1298,,,North Dakota
936,2018,8,3,9652658,434370,3509161,0.1238,,,Oregon
937,2018,8,3,11699586,526481,5605408,0.0939,,,Tennessee
938,2018,8,3,53723559,2417560,22899863,0.1056,,,Texas
939,2018,8,3,14673216,660295,7056421,0.0936,,,Virginia
940,2018,9,1,135865,55841,590760,0.0945,,,Alaska
941,2018,9,1,345806,142126,2465297,0.0577,,,Arkansas
942,2018,9,1,1049497,431343,4715895,0.0915,,,Colorado
943,2018,9,1,536113,220342,3019150,0.073,,,Connecticut
944,2018,9,1,2986978,1227648,17980787,0.0683,,,Florida
945,2018,9,1,1553666,638557,10533371,0.0606,,,Illinois
946,2018,9,1,380519,156393,2364319,0.0661,,,Kansas
947,2018,9,1,652752,268281,3681254,0.0729,,,Kentucky
948,2018,9,1,637871,262165,3803169,0.0689,,,Louisiana
949,2018,9,1,1194699,491021,5844357,0.084,,,Massachusetts
950,2018,9,1,1113731,457744,5056750,0.0905,,,Missouri
951,2018,9,1,149943,61627,615077,0.1002,,,North Dakota
952,2018,9,1,996817,409692,5605408,0.0731,,,Tennessee
953,2018,9,1,3018084,1240433,22899863,0.0542,,,Texas
954,2018,9,1,1095807,450377,7056421,0.0638,,,Virginia
955,2018,9,1,1376080,565569,4829270,0.1171,,,Wisconsin
956,2018,9,2,189359,24427,590760,0.0413,,,Alaska
957,2018,9,2,347540,44833,2465297,0.0182,,,Arkansas
958,2018,9,2,1348294,173930,4715895,0.0369,,,Colorado
959,2018,9,2,1014429,130861,3019150,0.0433,,,Connecticut
960,2018,9,2,4956565,639397,17980787,0.0356,,,Florida
961,2018,9,2,2544066,328185,10533371,0.0312,,,Illinois
962,2018,9,2,586232,75624,3681254,0.0205,,,Kentucky
963,2018,9,2,697201,89939,3803169,0.0236,,,Louisiana
964,2018,9,2,2320564,299353,5844357,0.0512,,,Massachusetts
965,2018,9,2,1071190,138183,5056750,0.0273,,,Missouri
966,2018,9,2,101273,13064,615077,0.0212,,,North Dakota
967,2018,9,2,1696347,218829,3509161,0.0624,,,Oregon
968,2018,9,2,1205469,155505,5605408,0.0277,,,Tennessee
969,2018,9,2,5200953,670923,22899863,0.0293,,,Texas
970,2018,9,2,1946289,251071,7056421,0.0356,,,Virginia
971,2018,9,2,1218091,157134,4829270,0.0325,,,Wisconsin
972,2018,9,3,1087937,48957,590760,0.0829,,,Alaska
973,2018,9,3,4784104,215285,2465297,0.0873,,,Arkansas
974,2018,9,3,9899956,445498,4715895,0.0945,,,Colorado
975,2018,9,3,4258036,191612,3019150,0.0635,,,Connecticut
976,2018,9,3,30145019,1356526,17980787,0.0754,,,Florida
977,2018,9,3,19971793,898731,10533371,0.0853,,,Illinois
978,2018,9,3,5259712,236687,2364319,0.1001,,,Kansas
979,2018,9,3,7615460,342696,3681254,0.0931,,,Kentucky
980,2018,9,3,9612033,432541,5844357,0.07400000000000001,,,Massachusetts
981,2018,9,3,10298927,463452,5056750,0.0917,,,Missouri
982,2018,9,3,1506137,67776,615077,0.1102,,,North Dakota
983,2018,9,3,9229971,415349,3509161,0.1184,,,Oregon
984,2018,9,3,11812703,531572,5605408,0.0948,,,Tennessee
985,2018,9,3,59952237,2697851,22899863,0.1178,,,Texas
986,2018,9,3,11619707,522887,7056421,0.0741,,,Virginia
987,2018,10,1,152529,62690,590760,0.1061,,,Alaska
988,2018,10,1,298046,122497,2465297,0.0497,,,Arkansas
989,2018,10,1,1204850,495193,4715895,0.105,,,Colorado
990,2018,10,1,802490,329823,3019150,0.1092,,,Connecticut
991,2018,10,1,4060049,1668680,17980787,0.0928,,,Florida
992,2018,10,1,2039356,838175,10533371,0.0796,,,Illinois
993,2018,10,1,376956,154929,2364319,0.0655,,,Kansas
994,2018,10,1,574674,236191,3681254,0.0642,,,Kentucky
995,2018,10,1,859410,353217,3803169,0.0929,,,Louisiana
996,2018,10,1,1248965,513324,5844357,0.0878,,,Massachusetts
997,2018,10,1,1151634,473321,5056750,0.0936,,,Missouri
998,2018,10,1,176413,72506,615077,0.1179,,,North Dakota
999,2018,10,1,838339,344557,5605408,0.0615,,,Tennessee
1000,2018,10,1,2848891,1170894,22899863,0.0511,,,Texas
1001,2018,10,1,967868,397794,7056421,0.0564,,,Virginia
1002,2018,10,1,1208789,496812,4829270,0.1029,,,Wisconsin
1003,2018,10,2,202789,26160,590760,0.0443,,,Alaska
1004,2018,10,2,356229,45954,2465297,0.0186,,,Arkansas
1005,2018,10,2,1662984,214525,4715895,0.0455,,,Colorado
1006,2018,10,2,1377574,177707,3019150,0.0589,,,Connecticut
1007,2018,10,2,7247402,934915,17980787,0.052000000000000005,,,Florida
1008,2018,10,2,3508190,452557,10533371,0.043,,,Illinois
1009,2018,10,2,463856,59837,3681254,0.0163,,,Kentucky
1010,2018,10,2,899561,116043,3803169,0.0305,,,Louisiana
1011,2018,10,2,2479417,319845,5844357,0.0547,,,Massachusetts
1012,2018,10,2,1568832,202379,5056750,0.04,,,Missouri
1013,2018,10,2,146938,18955,615077,0.0308,,,North Dakota
1014,2018,10,2,1267905,163560,3509161,0.0466,,,Oregon
1015,2018,10,2,939595,121208,5605408,0.0216,,,Tennessee
1016,2018,10,2,4354187,561690,22899863,0.0245,,,Texas
1017,2018,10,2,2341136,302007,7056421,0.0428,,,Virginia
1018,2018,10,2,1101436,142085,4829270,0.0294,,,Wisconsin
1019,2018,10,3,1086298,48883,590760,0.0827,,,Alaska
1020,2018,10,3,4004104,180185,2465297,0.0731,,,Arkansas
1021,2018,10,3,9395392,422793,4715895,0.0897,,,Colorado
1022,2018,10,3,4223248,190046,3019150,0.0629,,,Connecticut
1023,2018,10,3,34407126,1548321,17980787,0.0861,,,Florida
1024,2018,10,3,19630493,883372,10533371,0.0839,,,Illinois
1025,2018,10,3,3561319,160259,2364319,0.0678,,,Kansas
1026,2018,10,3,5697986,256409,3681254,0.0697,,,Kentucky
1027,2018,10,3,9798419,440929,5844357,0.0754,,,Massachusetts
1028,2018,10,3,10317572,464291,5056750,0.0918,,,Missouri
1029,2018,10,3,1595451,71795,615077,0.1167,,,North Dakota
1030,2018,10,3,8020923,360942,3509161,0.1029,,,Oregon
1031,2018,10,3,9597120,431870,5605408,0.077,,,Tennessee
1032,2018,10,3,46822891,2107030,22899863,0.092,,,Texas
1033,2018,10,3,12496152,562327,7056421,0.0797,,,Virginia
1034,2018,11,1,155097,63745,590760,0.1079,,,Alaska
1035,2018,11,1,358428,147314,2465297,0.0598,,,Arkansas
1036,2018,11,1,1250496,513954,4715895,0.109,,,Colorado
1037,2018,11,1,715012,293870,3019150,0.0973,,,Connecticut
1038,2018,11,1,4070137,1672826,17980787,0.09300000000000001,,,Florida
1039,2018,11,1,1936351,795840,10533371,0.0756,,,Illinois
1040,2018,11,1,449291,184658,2364319,0.0781,,,Kansas
1041,2018,11,1,716661,294548,3681254,0.08,,,Kentucky
1042,2018,11,1,847895,348485,3803169,0.0916,,,Louisiana
1043,2018,11,1,1266495,520530,5844357,0.0891,,,Massachusetts
1044,2018,11,1,1201414,493781,5056750,0.0976,,,Missouri
1045,2018,11,1,166521,68440,615077,0.1113,,,North Dakota
1046,2018,11,1,1072595,440836,5605408,0.0786,,,Tennessee
1047,2018,11,1,3531685,1451523,22899863,0.0634,,,Texas
1048,2018,11,1,1095807,450377,7056421,0.0638,,,Virginia
1049,2018,11,1,1484312,610052,4829270,0.1263,,,Wisconsin
1050,2018,11,2,215188,27759,590760,0.047,,,Alaska
1051,2018,11,2,359949,46433,2465297,0.0188,,,Arkansas
1052,2018,11,2,1806804,233078,4715895,0.0494,,,Colorado
1053,2018,11,2,1390996,179438,3019150,0.0594,,,Connecticut
1054,2018,11,2,7779581,1003566,17980787,0.0558,,,Florida
1055,2018,11,2,3578774,461662,10533371,0.0438,,,Illinois
1056,2018,11,2,569180,73424,3681254,0.0199,,,Kentucky
1057,2018,11,2,957216,123481,3803169,0.0325,,,Louisiana
1058,2018,11,2,2773591,357793,5844357,0.0612,,,Massachusetts
1059,2018,11,2,1342537,173187,5056750,0.0342,,,Missouri
1060,2018,11,2,182788,23580,615077,0.0383,,,North Dakota
1061,2018,11,2,1368206,176499,3509161,0.0503,,,Oregon
1062,2018,11,2,1316964,169888,5605408,0.0303,,,Tennessee
1063,2018,11,2,5323180,686690,22899863,0.03,,,Texas
1064,2018,11,2,2655317,342536,7056421,0.0485,,,Virginia
1065,2018,11,2,1422139,183456,4829270,0.038,,,Wisconsin
1066,2018,11,3,973567,43811,590760,0.0742,,,Alaska
1067,2018,11,3,4380433,197120,2465297,0.08,,,Arkansas
1068,2018,11,3,9287564,417940,4715895,0.0886,,,Colorado
1069,2018,11,3,4060576,182726,3019150,0.0605,,,Connecticut
1070,2018,11,3,36681679,1650676,17980787,0.0918,,,Florida
1071,2018,11,3,19827031,892216,10533371,0.0847,,,Illinois
1072,2018,11,3,4254687,191461,2364319,0.081,,,Kansas
1073,2018,11,3,5061122,227750,3681254,0.0619,,,Kentucky
1074,2018,11,3,7966432,358489,5844357,0.0613,,,Massachusetts
1075,2018,11,3,9289531,418029,5056750,0.0827,,,Missouri
1076,2018,11,3,1465749,65959,615077,0.1072,,,North Dakota
1077,2018,11,3,7385184,332333,3509161,0.0947,,,Oregon
1078,2018,11,3,10594725,476763,5605408,0.0851,,,Tennessee
1079,2018,11,3,50724282,2282593,22899863,0.0997,,,Texas
1080,2018,11,3,12059464,542676,7056421,0.0769,,,Virginia
1081,2018,12,1,165742,68120,590760,0.1153,,,Alaska
1082,2018,12,1,344947,141773,2465297,0.0575,,,Arkansas
1083,2018,12,1,1622016,666649,4715895,0.1414,,,Colorado
1084,2018,12,1,614817,252690,3019150,0.0837,,,Connecticut
1085,2018,12,1,5432807,2232884,17980787,0.1242,,,Florida
1086,2018,12,1,2655303,1091330,10533371,0.1036,,,Illinois
1087,2018,12,1,493104,202666,2364319,0.0857,,,Kansas
1088,2018,12,1,371157,152546,3681254,0.0414,,,Kentucky
1089,2018,12,1,744776,306103,3803169,0.0805,,,Louisiana
1090,2018,12,1,1718026,706108,5844357,0.1208,,,Massachusetts
1091,2018,12,1,1043505,428880,5056750,0.0848,,,Missouri
1092,2018,12,1,217572,89422,615077,0.1454,,,North Dakota
1093,2018,12,1,1062782,436803,5605408,0.0779,,,Tennessee
1094,2018,12,1,3724451,1530749,22899863,0.0668,,,Texas
1095,2018,12,1,1309657,538269,7056421,0.0763,,,Virginia
1096,2018,12,1,1021550,419857,4829270,0.0869,,,Wisconsin
1097,2018,12,2,225254,29058,590760,0.0492,,,Alaska
1098,2018,12,2,418345,53967,2465297,0.0219,,,Arkansas
1099,2018,12,2,1988749,256549,4715895,0.0544,,,Colorado
1100,2018,12,2,1331032,171703,3019150,0.0569,,,Connecticut
1101,2018,12,2,7986033,1030198,17980787,0.0573,,,Florida
1102,2018,12,2,3994377,515275,10533371,0.0489,,,Illinois
1103,2018,12,2,340984,43987,3681254,0.0119,,,Kentucky
1104,2018,12,2,942114,121533,3803169,0.032,,,Louisiana
1105,2018,12,2,3380994,436148,5844357,0.0746,,,Massachusetts
1106,2018,12,2,1310524,169058,5056750,0.0334,,,Missouri
1107,2018,12,2,207604,26781,615077,0.0435,,,North Dakota
1108,2018,12,2,1447897,186779,3509161,0.0532,,,Oregon
1109,2018,12,2,1315194,169660,5605408,0.0303,,,Tennessee
1110,2018,12,2,5636307,727084,22899863,0.0318,,,Texas
1111,2018,12,2,2642822,340924,7056421,0.0483,,,Virginia
1112,2018,12,2,1309617,168941,4829270,0.035,,,Wisconsin
1113,2018,12,3,970535,43674,590760,0.0739,,,Alaska
1114,2018,12,3,3625796,163161,2465297,0.0662,,,Arkansas
1115,2018,12,3,9212772,414575,4715895,0.0879,,,Colorado
1116,2018,12,3,4321888,194485,3019150,0.0644,,,Connecticut
1117,2018,12,3,35582602,1601217,17980787,0.0891,,,Florida
1118,2018,12,3,20727202,932724,10533371,0.0885,,,Illinois
1119,2018,12,3,3609092,162409,2364319,0.0687,,,Kansas
1120,2018,12,3,8900807,400536,3681254,0.1088,,,Kentucky
1121,2018,12,3,8298399,373428,5844357,0.0639,,,Massachusetts
1122,2018,12,3,8842900,397930,5056750,0.0787,,,Missouri
1123,2018,12,3,1500258,67512,615077,0.1098,,,North Dakota
1124,2018,12,3,6662312,299804,3509161,0.0854,,,Oregon
1125,2018,12,3,9476078,426424,5605408,0.0761,,,Tennessee
1126,2018,12,3,50219365,2259871,22899863,0.0987,,,Texas
1127,2018,12,3,11578500,521033,7056421,0.0738,,,Virginia
1128,2019,1,1,112835,46375,589481,0.0787,,,Alaska
1129,2019,1,1,349681,143719,2476087,0.057999999999999996,,,Arkansas
1130,2019,1,1,889500,365585,4789291,0.0763,,,Colorado
1131,2019,1,1,614817,252690,3019188,0.0837,,,Connecticut
1132,2019,1,1,3281500,1348697,18207522,0.0741,,,Florida
1133,2019,1,1,1121828,461071,10512479,0.0439,,,Illinois
1134,2019,1,1,404282,166160,2371396,0.0701,,,Kansas
1135,2019,1,1,1113109,457488,3691561,0.1239,,,Kentucky
1136,2019,1,1,583408,239780,3799736,0.0631,,,Louisiana
1137,2019,1,1,715974,294265,5862386,0.0502,,,Massachusetts
1138,2019,1,1,835196,343266,5077875,0.0676,,,Missouri
1139,2019,1,1,129706,53309,617880,0.0863,,,North Dakota
1140,2019,1,1,1183280,486328,5661532,0.0859,,,Tennessee
1141,2019,1,1,4322857,1776694,23257363,0.0764,,,Texas
1142,2019,1,1,871692,358265,7094962,0.0505,,,Virginia
1143,2019,1,1,1479955,608262,4851640,0.1254,,,Wisconsin
1144,2019,1,2,147783,19064,589481,0.0323,,,Alaska
1145,2019,1,2,361037,46574,2476087,0.0188,,,Arkansas
1146,2019,1,2,1265000,163185,4789291,0.0341,,,Colorado
1147,2019,1,2,1331032,171703,3019188,0.0569,,,Connecticut
1148,2019,1,2,6757783,871754,18207522,0.0479,,,Florida
1149,2019,1,2,2116018,272966,10512479,0.026000000000000002,,,Illinois
1150,2019,1,2,956386,123374,3691561,0.0334,,,Kentucky
1151,2019,1,2,649340,83765,3799736,0.022000000000000002,,,Louisiana
1152,2019,1,2,1417057,182800,5862386,0.0312,,,Massachusetts
1153,2019,1,2,1291658,166624,5077875,0.0328,,,Missouri
1154,2019,1,2,96440,12441,617880,0.0201,,,North Dakota
1155,2019,1,2,1517931,195813,3547474,0.0552,,,Oregon
1156,2019,1,2,1725599,222602,5661532,0.0393,,,Tennessee
1157,2019,1,2,5959540,768781,23257363,0.0331,,,Texas
1158,2019,1,2,2096768,270483,7094962,0.0381,,,Virginia
1159,2019,1,2,1249855,161231,4851640,0.0332,,,Wisconsin
1160,2019,1,3,873240,39296,589481,0.0667,,,Alaska
1161,2019,1,3,2588267,116472,2476087,0.047,,,Arkansas
1162,2019,1,3,9870200,444159,4789291,0.0927,,,Colorado
1163,2019,1,3,4321888,194485,3019188,0.0644,,,Connecticut
1164,2019,1,3,32535327,1464090,18207522,0.0804,,,Florida
1165,2019,1,3,15650982,704294,10512479,0.067,,,Illinois
1166,2019,1,3,3645000,164025,2371396,0.0692,,,Kansas
1167,2019,1,3,4951258,222807,3691561,0.0604,,,Kentucky
1168,2019,1,3,8561962,385288,5862386,0.0657,,,Massachusetts
1169,2019,1,3,8527874,383754,5077875,0.0756,,,Missouri
1170,2019,1,3,1589363,71521,617880,0.1158,,,North Dakota
1171,2019,1,3,6810339,306465,3547474,0.0864,,,Oregon
1172,2019,1,3,9164881,412420,5661532,0.0728,,,Tennessee
1173,2019,1,3,51497846,2317403,23257363,0.0996,,,Texas
1174,2019,1,3,10844087,487984,7094962,0.0688,,,Virginia
1175,2019,2,1,121494,49934,589481,0.0847,,,Alaska
1176,2019,2,1,294517,121047,2476087,0.0489,,,Arkansas
1177,2019,2,1,994500,408740,4789291,0.0853,,,Colorado
1178,2019,2,1,613008,251946,3019188,0.0834,,,Connecticut
1179,2019,2,1,3487661,1433429,18207522,0.0787,,,Florida
1180,2019,2,1,1543757,634484,10512479,0.0604,,,Illinois
1181,2019,2,1,374496,153918,2371396,0.0649,,,Kansas
1182,2019,2,1,482628,198360,3691561,0.0537,,,Kentucky
1183,2019,2,1,627077,257729,3799736,0.0678,,,Louisiana
1184,2019,2,1,853131,350637,5862386,0.0598,,,Massachusetts
1185,2019,2,1,913500,375449,5077875,0.0739,,,Missouri
1186,2019,2,1,152591,62715,617880,0.1015,,,North Dakota
1187,2019,2,1,843754,346783,5661532,0.0613,,,Tennessee
1188,2019,2,1,3337450,1371692,23257363,0.059000000000000004,,,Texas
1189,2019,2,1,880730,361980,7094962,0.051,,,Virginia
1190,2019,2,1,993360,408271,4851640,0.0842,,,Wisconsin
1191,2019,2,2,167047,21549,589481,0.0366,,,Alaska
1192,2019,2,2,423041,54572,2476087,0.022000000000000002,,,Arkansas
1193,2019,2,2,1509800,194764,4789291,0.0407,,,Colorado
1194,2019,2,2,969487,125064,3019188,0.0414,,,Connecticut
1195,2019,2,2,6738948,869324,18207522,0.0477,,,Florida
1196,2019,2,2,2752402,355060,10512479,0.0338,,,Illinois
1197,2019,2,2,434416,56040,3691561,0.0152,,,Kentucky
1198,2019,2,2,736633,95026,3799736,0.025,,,Louisiana
1199,2019,2,2,1856566,239497,5862386,0.0409,,,Massachusetts
1200,2019,2,2,1103098,142300,5077875,0.027999999999999997,,,Missouri
1201,2019,2,2,102301,13197,617880,0.0214,,,North Dakota
1202,2019,2,2,1148370,148140,3547474,0.0418,,,Oregon
1203,2019,2,2,1037116,133788,5661532,0.0236,,,Tennessee
1204,2019,2,2,4511379,581968,23257363,0.025,,,Texas
1205,2019,2,2,1997558,257685,7094962,0.0363,,,Virginia
1206,2019,2,2,1193185,153921,4851640,0.0317,,,Wisconsin
1207,2019,2,3,798394,35928,589481,0.0609,,,Alaska
1208,2019,2,3,3766917,169511,2476087,0.0685,,,Arkansas
1209,2019,2,3,7869800,354141,4789291,0.0739,,,Colorado
1210,2019,2,3,3254323,146445,3019188,0.0485,,,Connecticut
1211,2019,2,3,31784765,1430314,18207522,0.0786,,,Florida
1212,2019,2,3,16252766,731374,10512479,0.0696,,,Illinois
1213,2019,2,3,4040178,181808,2371396,0.0767,,,Kansas
1214,2019,2,3,2539880,114295,3691561,0.031,,,Kentucky
1215,2019,2,3,7562374,340307,5862386,0.057999999999999996,,,Massachusetts
1216,2019,2,3,3866220,173980,5077875,0.0343,,,Missouri
1217,2019,2,3,1246883,56110,617880,0.0908,,,North Dakota
1218,2019,2,3,6489936,292047,3547474,0.0823,,,Oregon
1219,2019,2,3,9081217,408655,5661532,0.0722,,,Tennessee
1220,2019,2,3,43688468,1965981,23257363,0.0845,,,Texas
1221,2019,2,3,9654010,434430,7094962,0.0612,,,Virginia
1222,2019,3,1,148174,60900,589481,0.1033,,,Alaska
1223,2019,3,1,346312,142334,2476087,0.0575,,,Arkansas
1224,2019,3,1,1179300,484692,4789291,0.1012,,,Colorado
1225,2019,3,1,559154,229812,3019188,0.0761,,,Connecticut
1226,2019,3,1,4563359,1875541,18207522,0.10300000000000001,,,Florida
1227,2019,3,1,1740171,715210,10512479,0.068,,,Illinois
1228,2019,3,1,347835,142960,2371396,0.0603,,,Kansas
1229,2019,3,1,525623,216031,3691561,0.0585,,,Kentucky
1230,2019,3,1,642012,263867,3799736,0.0694,,,Louisiana
1231,2019,3,1,1097400,451031,5862386,0.0769,,,Massachusetts
1232,2019,3,1,1066996,438535,5077875,0.0864,,,Missouri
1233,2019,3,1,154488,63494,617880,0.1028,,,North Dakota
1234,2019,3,1,855005,351407,5661532,0.0621,,,Tennessee
1235,2019,3,1,2996012,1231361,23257363,0.0529,,,Texas
1236,2019,3,1,1005870,413413,7094962,0.0583,,,Virginia
1237,2019,3,1,1096995,450865,4851640,0.0929,,,Wisconsin
1238,2019,3,2,181054,23356,589481,0.0396,,,Alaska
1239,2019,3,2,355692,45884,2476087,0.0185,,,Arkansas
1240,2019,3,2,1457600,188030,4789291,0.0393,,,Colorado
1241,2019,3,2,1110380,143239,3019188,0.0474,,,Connecticut
1242,2019,3,2,6801495,877393,18207522,0.0482,,,Florida
1243,2019,3,2,2739196,353356,10512479,0.0336,,,Illinois
1244,2019,3,2,468460,60431,3691561,0.0164,,,Kentucky
1245,2019,3,2,665549,85856,3799736,0.0226,,,Louisiana
1246,2019,3,2,1972242,254419,5862386,0.0434,,,Massachusetts
1247,2019,3,2,1218399,157173,5077875,0.031,,,Missouri
1248,2019,3,2,114188,14730,617880,0.0238,,,North Dakota
1249,2019,3,2,804219,103744,3547474,0.0292,,,Oregon
1250,2019,3,2,1033978,133383,5661532,0.0236,,,Tennessee
1251,2019,3,2,4587127,591739,23257363,0.0254,,,Texas
1252,2019,3,2,2024890,261211,7094962,0.0368,,,Virginia
1253,2019,3,2,903526,116555,4851640,0.024,,,Wisconsin
1254,2019,3,3,991958,44638,589481,0.0757,,,Alaska
1255,2019,3,3,3351550,150820,2476087,0.0609,,,Arkansas
1256,2019,3,3,9144200,411489,4789291,0.0859,,,Colorado
1257,2019,3,3,3908561,175885,3019188,0.0583,,,Connecticut
1258,2019,3,3,38337662,1725195,18207522,0.0948,,,Florida
1259,2019,3,3,18470241,831161,10512479,0.0791,,,Illinois
1260,2019,3,3,3191237,143606,2371396,0.0606,,,Kansas
1261,2019,3,3,5416692,243751,3691561,0.066,,,Kentucky
1262,2019,3,3,9188115,413465,5862386,0.0705,,,Massachusetts
1263,2019,3,3,15450133,695256,5077875,0.1369,,,Missouri
1264,2019,3,3,1648439,74180,617880,0.1201,,,North Dakota
1265,2019,3,3,6513284,293098,3547474,0.0826,,,Oregon
1266,2019,3,3,8238667,370740,5661532,0.0655,,,Tennessee
1267,2019,3,3,40882717,1839722,23257363,0.0791,,,Texas
1268,2019,3,3,11077218,498475,7094962,0.0703,,,Virginia
1269,2019,4,1,134471,55268,589481,0.0938,,,Alaska
1270,2019,4,1,390798,160618,2476087,0.0649,,,Arkansas
1271,2019,4,1,1080000,443880,4789291,0.0927,,,Colorado
1272,2019,4,1,619710,254701,3019188,0.0844,,,Connecticut
1273,2019,4,1,3980684,1636061,18207522,0.0899,,,Florida
1274,2019,4,1,1764328,725139,10512479,0.069,,,Illinois
1275,2019,4,1,382075,157033,2371396,0.0662,,,Kansas
1276,2019,4,1,646427,265682,3691561,0.07200000000000001,,,Kentucky
1277,2019,4,1,797989,327974,3799736,0.0863,,,Louisiana
1278,2019,4,1,1081744,444597,5862386,0.0758,,,Massachusetts
1279,2019,4,1,1176041,483353,5077875,0.0952,,,Missouri
1280,2019,4,1,163271,67105,617880,0.1086,,,North Dakota
1281,2019,4,1,989254,406583,5661532,0.0718,,,Tennessee
1282,2019,4,1,3101987,1274917,23257363,0.0548,,,Texas
1283,2019,4,1,958907,394111,7094962,0.0555,,,Virginia
1284,2019,4,1,961913,395346,4851640,0.0815,,,Wisconsin
1285,2019,4,2,183087,23618,589481,0.0401,,,Alaska
1286,2019,4,2,410107,52904,2476087,0.0214,,,Arkansas
1287,2019,4,2,1419600,183128,4789291,0.0382,,,Colorado
1288,2019,4,2,1092889,140983,3019188,0.0467,,,Connecticut
1289,2019,4,2,6893565,889270,18207522,0.0488,,,Florida
